rel_path,fs,lead_index,lead_name,r_time_s,target_len,outdir,mode
218745.dat,400.0,0,I,0.62,300,C:/Physionet/PhysioNetChallange/one_beat_out/218745,wfdb
22083.dat,400.0,0,I,0.47,300,C:/Physionet/PhysioNetChallange/one_beat_out/22083,wfdb
220892.dat,400.0,0,I,0.595,300,C:/Physionet/PhysioNetChallange/one_beat_out/220892,wfdb
221020.dat,400.0,0,I,0.5525,300,C:/Physionet/PhysioNetChallange/one_beat_out/221020,wfdb
221265.dat,400.0,0,I,0.9875,300,C:/Physionet/PhysioNetChallange/one_beat_out/221265,wfdb
222345.dat,400.0,0,I,0.385,300,C:/Physionet/PhysioNetChallange/one_beat_out/222345,wfdb
222347.dat,400.0,0,I,0.3625,300,C:/Physionet/PhysioNetChallange/one_beat_out/222347,wfdb
222349.dat,400.0,0,I,0.42,300,C:/Physionet/PhysioNetChallange/one_beat_out/222349,wfdb
222350.dat,400.0,0,I,0.9325,300,C:/Physionet/PhysioNetChallange/one_beat_out/222350,wfdb
222354.dat,400.0,0,I,0.5475,300,C:/Physionet/PhysioNetChallange/one_beat_out/222354,wfdb
222356.dat,400.0,0,I,0.4525,300,C:/Physionet/PhysioNetChallange/one_beat_out/222356,wfdb
222359.dat,400.0,0,I,0.7375,300,C:/Physionet/PhysioNetChallange/one_beat_out/222359,wfdb
222362.dat,400.0,0,I,0.4925,300,C:/Physionet/PhysioNetChallange/one_beat_out/222362,wfdb
222838.dat,400.0,0,I,0.38,300,C:/Physionet/PhysioNetChallange/one_beat_out/222838,wfdb
222946.dat,400.0,0,I,0.465,300,C:/Physionet/PhysioNetChallange/one_beat_out/222946,wfdb
223100.dat,400.0,0,I,0.9175,300,C:/Physionet/PhysioNetChallange/one_beat_out/223100,wfdb
224045.dat,400.0,0,I,0.5125,300,C:/Physionet/PhysioNetChallange/one_beat_out/224045,wfdb
224600.dat,400.0,0,I,0.6975,300,C:/Physionet/PhysioNetChallange/one_beat_out/224600,wfdb
224685.dat,400.0,0,I,1.025,300,C:/Physionet/PhysioNetChallange/one_beat_out/224685,wfdb
225310.dat,400.0,0,I,0.61,300,C:/Physionet/PhysioNetChallange/one_beat_out/225310,wfdb
225854.dat,400.0,0,I,0.4175,300,C:/Physionet/PhysioNetChallange/one_beat_out/225854,wfdb
225862.dat,400.0,0,I,1.22,300,C:/Physionet/PhysioNetChallange/one_beat_out/225862,wfdb
227679.dat,400.0,0,I,0.52,300,C:/Physionet/PhysioNetChallange/one_beat_out/227679,wfdb
22783.dat,400.0,0,I,0.35,300,C:/Physionet/PhysioNetChallange/one_beat_out/22783,wfdb
228501.dat,400.0,0,I,0.55,300,C:/Physionet/PhysioNetChallange/one_beat_out/228501,wfdb
228798.dat,400.0,0,I,0.57,300,C:/Physionet/PhysioNetChallange/one_beat_out/228798,wfdb
229274.dat,400.0,0,I,0.345,300,C:/Physionet/PhysioNetChallange/one_beat_out/229274,wfdb
229363.dat,400.0,0,I,0.665,300,C:/Physionet/PhysioNetChallange/one_beat_out/229363,wfdb
229469.dat,400.0,0,I,0.8025,300,C:/Physionet/PhysioNetChallange/one_beat_out/229469,wfdb
230458.dat,400.0,0,I,0.9925,300,C:/Physionet/PhysioNetChallange/one_beat_out/230458,wfdb
231155.dat,400.0,0,I,0.4825,300,C:/Physionet/PhysioNetChallange/one_beat_out/231155,wfdb
232376.dat,400.0,0,I,0.505,300,C:/Physionet/PhysioNetChallange/one_beat_out/232376,wfdb
232458.dat,400.0,0,I,0.4875,300,C:/Physionet/PhysioNetChallange/one_beat_out/232458,wfdb
236043.dat,400.0,0,I,0.7075,300,C:/Physionet/PhysioNetChallange/one_beat_out/236043,wfdb
236121.dat,400.0,0,I,0.6225,300,C:/Physionet/PhysioNetChallange/one_beat_out/236121,wfdb
236126.dat,400.0,0,I,0.455,300,C:/Physionet/PhysioNetChallange/one_beat_out/236126,wfdb
23656.dat,400.0,0,I,1.0925,300,C:/Physionet/PhysioNetChallange/one_beat_out/23656,wfdb
236984.dat,400.0,0,I,0.3875,300,C:/Physionet/PhysioNetChallange/one_beat_out/236984,wfdb
23710.dat,400.0,0,I,0.59,300,C:/Physionet/PhysioNetChallange/one_beat_out/23710,wfdb
237415.dat,400.0,0,I,1.01,300,C:/Physionet/PhysioNetChallange/one_beat_out/237415,wfdb
237531.dat,400.0,0,I,1.07,300,C:/Physionet/PhysioNetChallange/one_beat_out/237531,wfdb
238288.dat,400.0,0,I,1.205,300,C:/Physionet/PhysioNetChallange/one_beat_out/238288,wfdb
238312.dat,400.0,0,I,0.7375,300,C:/Physionet/PhysioNetChallange/one_beat_out/238312,wfdb
23906.dat,400.0,0,I,0.3775,300,C:/Physionet/PhysioNetChallange/one_beat_out/23906,wfdb
239307.dat,400.0,0,I,0.9025,300,C:/Physionet/PhysioNetChallange/one_beat_out/239307,wfdb
239442.dat,400.0,0,I,1.05,300,C:/Physionet/PhysioNetChallange/one_beat_out/239442,wfdb
239656.dat,400.0,0,I,1.505,300,C:/Physionet/PhysioNetChallange/one_beat_out/239656,wfdb
239746.dat,400.0,0,I,0.7225,300,C:/Physionet/PhysioNetChallange/one_beat_out/239746,wfdb
24028.dat,400.0,0,I,0.5075,300,C:/Physionet/PhysioNetChallange/one_beat_out/24028,wfdb
240469.dat,400.0,0,I,0.6725,300,C:/Physionet/PhysioNetChallange/one_beat_out/240469,wfdb
240473.dat,400.0,0,I,0.4075,300,C:/Physionet/PhysioNetChallange/one_beat_out/240473,wfdb
241691.dat,400.0,0,I,0.905,300,C:/Physionet/PhysioNetChallange/one_beat_out/241691,wfdb
242086.dat,400.0,0,I,0.9925,300,C:/Physionet/PhysioNetChallange/one_beat_out/242086,wfdb
242162.dat,400.0,0,I,0.3275,300,C:/Physionet/PhysioNetChallange/one_beat_out/242162,wfdb
242434.dat,400.0,0,I,0.9825,300,C:/Physionet/PhysioNetChallange/one_beat_out/242434,wfdb
242529.dat,400.0,0,I,0.6275,300,C:/Physionet/PhysioNetChallange/one_beat_out/242529,wfdb
242712.dat,400.0,0,I,0.3325,300,C:/Physionet/PhysioNetChallange/one_beat_out/242712,wfdb
242752.dat,400.0,0,I,0.7525,300,C:/Physionet/PhysioNetChallange/one_beat_out/242752,wfdb
243378.dat,400.0,0,I,1.0725,300,C:/Physionet/PhysioNetChallange/one_beat_out/243378,wfdb
243610.dat,400.0,0,I,0.345,300,C:/Physionet/PhysioNetChallange/one_beat_out/243610,wfdb
243996.dat,400.0,0,I,0.53,300,C:/Physionet/PhysioNetChallange/one_beat_out/243996,wfdb
245469.dat,400.0,0,I,0.98,300,C:/Physionet/PhysioNetChallange/one_beat_out/245469,wfdb
245592.dat,400.0,0,I,1.0325,300,C:/Physionet/PhysioNetChallange/one_beat_out/245592,wfdb
245805.dat,400.0,0,I,0.3225,300,C:/Physionet/PhysioNetChallange/one_beat_out/245805,wfdb
245807.dat,400.0,0,I,1.3175,300,C:/Physionet/PhysioNetChallange/one_beat_out/245807,wfdb
246014.dat,400.0,0,I,0.95,300,C:/Physionet/PhysioNetChallange/one_beat_out/246014,wfdb
246063.dat,400.0,0,I,0.835,300,C:/Physionet/PhysioNetChallange/one_beat_out/246063,wfdb
246549.dat,400.0,0,I,0.395,300,C:/Physionet/PhysioNetChallange/one_beat_out/246549,wfdb
247004.dat,400.0,0,I,0.9275,300,C:/Physionet/PhysioNetChallange/one_beat_out/247004,wfdb
247006.dat,400.0,0,I,1.0325,300,C:/Physionet/PhysioNetChallange/one_beat_out/247006,wfdb
247007.dat,400.0,0,I,0.4025,300,C:/Physionet/PhysioNetChallange/one_beat_out/247007,wfdb
247009.dat,400.0,0,I,0.4525,300,C:/Physionet/PhysioNetChallange/one_beat_out/247009,wfdb
247276.dat,400.0,0,I,0.505,300,C:/Physionet/PhysioNetChallange/one_beat_out/247276,wfdb
24756.dat,400.0,0,I,0.74,300,C:/Physionet/PhysioNetChallange/one_beat_out/24756,wfdb
247721.dat,400.0,0,I,1.325,300,C:/Physionet/PhysioNetChallange/one_beat_out/247721,wfdb
247841.dat,400.0,0,I,0.59,300,C:/Physionet/PhysioNetChallange/one_beat_out/247841,wfdb
248136.dat,400.0,0,I,1.9425,300,C:/Physionet/PhysioNetChallange/one_beat_out/248136,wfdb
248428.dat,400.0,0,I,0.75,300,C:/Physionet/PhysioNetChallange/one_beat_out/248428,wfdb
248457.dat,400.0,0,I,0.4075,300,C:/Physionet/PhysioNetChallange/one_beat_out/248457,wfdb
248626.dat,400.0,0,I,0.8025,300,C:/Physionet/PhysioNetChallange/one_beat_out/248626,wfdb
248627.dat,400.0,0,I,0.9325,300,C:/Physionet/PhysioNetChallange/one_beat_out/248627,wfdb
248628.dat,400.0,0,I,0.8575,300,C:/Physionet/PhysioNetChallange/one_beat_out/248628,wfdb
248629.dat,400.0,0,I,0.6625,300,C:/Physionet/PhysioNetChallange/one_beat_out/248629,wfdb
248634.dat,400.0,0,I,0.43,300,C:/Physionet/PhysioNetChallange/one_beat_out/248634,wfdb
248635.dat,400.0,0,I,0.3175,300,C:/Physionet/PhysioNetChallange/one_beat_out/248635,wfdb
248637.dat,400.0,0,I,0.64,300,C:/Physionet/PhysioNetChallange/one_beat_out/248637,wfdb
250434.dat,400.0,0,I,1.17,300,C:/Physionet/PhysioNetChallange/one_beat_out/250434,wfdb
250438.dat,400.0,0,I,0.4,300,C:/Physionet/PhysioNetChallange/one_beat_out/250438,wfdb
250492.dat,400.0,0,I,0.69,300,C:/Physionet/PhysioNetChallange/one_beat_out/250492,wfdb
250501.dat,400.0,0,I,0.885,300,C:/Physionet/PhysioNetChallange/one_beat_out/250501,wfdb
250531.dat,400.0,0,I,0.3725,300,C:/Physionet/PhysioNetChallange/one_beat_out/250531,wfdb
250844.dat,400.0,0,I,0.725,300,C:/Physionet/PhysioNetChallange/one_beat_out/250844,wfdb
252713.dat,400.0,0,I,0.4025,300,C:/Physionet/PhysioNetChallange/one_beat_out/252713,wfdb
252913.dat,400.0,0,I,0.335,300,C:/Physionet/PhysioNetChallange/one_beat_out/252913,wfdb
253036.dat,400.0,0,I,0.765,300,C:/Physionet/PhysioNetChallange/one_beat_out/253036,wfdb
253214.dat,400.0,0,I,0.9,300,C:/Physionet/PhysioNetChallange/one_beat_out/253214,wfdb
25338.dat,400.0,0,I,0.5275,300,C:/Physionet/PhysioNetChallange/one_beat_out/25338,wfdb
253664.dat,400.0,0,I,0.7875,300,C:/Physionet/PhysioNetChallange/one_beat_out/253664,wfdb
253698.dat,400.0,0,I,0.935,300,C:/Physionet/PhysioNetChallange/one_beat_out/253698,wfdb
253738.dat,400.0,0,I,0.845,300,C:/Physionet/PhysioNetChallange/one_beat_out/253738,wfdb
253803.dat,400.0,0,I,0.6875,300,C:/Physionet/PhysioNetChallange/one_beat_out/253803,wfdb
253846.dat,400.0,0,I,0.985,300,C:/Physionet/PhysioNetChallange/one_beat_out/253846,wfdb
253872.dat,400.0,0,I,0.6525,300,C:/Physionet/PhysioNetChallange/one_beat_out/253872,wfdb
253942.dat,400.0,0,I,0.31,300,C:/Physionet/PhysioNetChallange/one_beat_out/253942,wfdb
253943.dat,400.0,0,I,0.5425,300,C:/Physionet/PhysioNetChallange/one_beat_out/253943,wfdb
253949.dat,400.0,0,I,0.5025,300,C:/Physionet/PhysioNetChallange/one_beat_out/253949,wfdb
253958.dat,400.0,0,I,0.355,300,C:/Physionet/PhysioNetChallange/one_beat_out/253958,wfdb
253976.dat,400.0,0,I,0.8775,300,C:/Physionet/PhysioNetChallange/one_beat_out/253976,wfdb
254019.dat,400.0,0,I,0.5225,300,C:/Physionet/PhysioNetChallange/one_beat_out/254019,wfdb
254020.dat,400.0,0,I,0.4875,300,C:/Physionet/PhysioNetChallange/one_beat_out/254020,wfdb
254022.dat,400.0,0,I,0.7275,300,C:/Physionet/PhysioNetChallange/one_beat_out/254022,wfdb
254023.dat,400.0,0,I,0.975,300,C:/Physionet/PhysioNetChallange/one_beat_out/254023,wfdb
254024.dat,400.0,0,I,0.395,300,C:/Physionet/PhysioNetChallange/one_beat_out/254024,wfdb
254025.dat,400.0,0,I,1.1275,300,C:/Physionet/PhysioNetChallange/one_beat_out/254025,wfdb
254026.dat,400.0,0,I,1.0925,300,C:/Physionet/PhysioNetChallange/one_beat_out/254026,wfdb
254029.dat,400.0,0,I,0.43,300,C:/Physionet/PhysioNetChallange/one_beat_out/254029,wfdb
254031.dat,400.0,0,I,0.995,300,C:/Physionet/PhysioNetChallange/one_beat_out/254031,wfdb
255544.dat,400.0,0,I,0.9475,300,C:/Physionet/PhysioNetChallange/one_beat_out/255544,wfdb
255584.dat,400.0,0,I,1.065,300,C:/Physionet/PhysioNetChallange/one_beat_out/255584,wfdb
255613.dat,400.0,0,I,0.365,300,C:/Physionet/PhysioNetChallange/one_beat_out/255613,wfdb
255650.dat,400.0,0,I,0.595,300,C:/Physionet/PhysioNetChallange/one_beat_out/255650,wfdb
255672.dat,400.0,0,I,0.425,300,C:/Physionet/PhysioNetChallange/one_beat_out/255672,wfdb
255674.dat,400.0,0,I,0.7625,300,C:/Physionet/PhysioNetChallange/one_beat_out/255674,wfdb
255702.dat,400.0,0,I,1.2125,300,C:/Physionet/PhysioNetChallange/one_beat_out/255702,wfdb
255726.dat,400.0,0,I,0.3975,300,C:/Physionet/PhysioNetChallange/one_beat_out/255726,wfdb
255764.dat,400.0,0,I,0.56,300,C:/Physionet/PhysioNetChallange/one_beat_out/255764,wfdb
255774.dat,400.0,0,I,1.185,300,C:/Physionet/PhysioNetChallange/one_beat_out/255774,wfdb
255929.dat,400.0,0,I,0.575,300,C:/Physionet/PhysioNetChallange/one_beat_out/255929,wfdb
256673.dat,400.0,0,I,0.91,300,C:/Physionet/PhysioNetChallange/one_beat_out/256673,wfdb
256993.dat,400.0,0,I,0.9075,300,C:/Physionet/PhysioNetChallange/one_beat_out/256993,wfdb
257748.dat,400.0,0,I,0.465,300,C:/Physionet/PhysioNetChallange/one_beat_out/257748,wfdb
257838.dat,400.0,0,I,1.0225,300,C:/Physionet/PhysioNetChallange/one_beat_out/257838,wfdb
257843.dat,400.0,0,I,0.9975,300,C:/Physionet/PhysioNetChallange/one_beat_out/257843,wfdb
257852.dat,400.0,0,I,0.37,300,C:/Physionet/PhysioNetChallange/one_beat_out/257852,wfdb
258330.dat,400.0,0,I,0.7,300,C:/Physionet/PhysioNetChallange/one_beat_out/258330,wfdb
258332.dat,400.0,0,I,0.905,300,C:/Physionet/PhysioNetChallange/one_beat_out/258332,wfdb
258333.dat,400.0,0,I,0.6025,300,C:/Physionet/PhysioNetChallange/one_beat_out/258333,wfdb
258335.dat,400.0,0,I,0.985,300,C:/Physionet/PhysioNetChallange/one_beat_out/258335,wfdb
258337.dat,400.0,0,I,1.1125,300,C:/Physionet/PhysioNetChallange/one_beat_out/258337,wfdb
258848.dat,400.0,0,I,0.58,300,C:/Physionet/PhysioNetChallange/one_beat_out/258848,wfdb
258851.dat,400.0,0,I,0.4725,300,C:/Physionet/PhysioNetChallange/one_beat_out/258851,wfdb
258920.dat,400.0,0,I,1.01,300,C:/Physionet/PhysioNetChallange/one_beat_out/258920,wfdb
259454.dat,400.0,0,I,0.685,300,C:/Physionet/PhysioNetChallange/one_beat_out/259454,wfdb
260358.dat,400.0,0,I,0.88,300,C:/Physionet/PhysioNetChallange/one_beat_out/260358,wfdb
261158.dat,400.0,0,I,0.7825,300,C:/Physionet/PhysioNetChallange/one_beat_out/261158,wfdb
262069.dat,400.0,0,I,1.105,300,C:/Physionet/PhysioNetChallange/one_beat_out/262069,wfdb
262070.dat,400.0,0,I,0.6175,300,C:/Physionet/PhysioNetChallange/one_beat_out/262070,wfdb
262071.dat,400.0,0,I,0.3925,300,C:/Physionet/PhysioNetChallange/one_beat_out/262071,wfdb
262072.dat,400.0,0,I,1.015,300,C:/Physionet/PhysioNetChallange/one_beat_out/262072,wfdb
262199.dat,400.0,0,I,0.6875,300,C:/Physionet/PhysioNetChallange/one_beat_out/262199,wfdb
262324.dat,400.0,0,I,1.3275,300,C:/Physionet/PhysioNetChallange/one_beat_out/262324,wfdb
262353.dat,400.0,0,I,0.5525,300,C:/Physionet/PhysioNetChallange/one_beat_out/262353,wfdb
262362.dat,400.0,0,I,0.94,300,C:/Physionet/PhysioNetChallange/one_beat_out/262362,wfdb
262792.dat,400.0,0,I,0.8875,300,C:/Physionet/PhysioNetChallange/one_beat_out/262792,wfdb
263087.dat,400.0,0,I,1.04,300,C:/Physionet/PhysioNetChallange/one_beat_out/263087,wfdb
263625.dat,400.0,0,I,0.95,300,C:/Physionet/PhysioNetChallange/one_beat_out/263625,wfdb
263638.dat,400.0,0,I,0.54,300,C:/Physionet/PhysioNetChallange/one_beat_out/263638,wfdb
263725.dat,400.0,0,I,1.07,300,C:/Physionet/PhysioNetChallange/one_beat_out/263725,wfdb
263726.dat,400.0,0,I,0.4675,300,C:/Physionet/PhysioNetChallange/one_beat_out/263726,wfdb
264401.dat,400.0,0,I,0.805,300,C:/Physionet/PhysioNetChallange/one_beat_out/264401,wfdb
264464.dat,400.0,0,I,0.6775,300,C:/Physionet/PhysioNetChallange/one_beat_out/264464,wfdb
265513.dat,400.0,0,I,0.425,300,C:/Physionet/PhysioNetChallange/one_beat_out/265513,wfdb
265613.dat,400.0,0,I,0.735,300,C:/Physionet/PhysioNetChallange/one_beat_out/265613,wfdb
265698.dat,400.0,0,I,1.115,300,C:/Physionet/PhysioNetChallange/one_beat_out/265698,wfdb
265710.dat,400.0,0,I,0.5675,300,C:/Physionet/PhysioNetChallange/one_beat_out/265710,wfdb
265740.dat,400.0,0,I,0.5025,300,C:/Physionet/PhysioNetChallange/one_beat_out/265740,wfdb
266126.dat,400.0,0,I,0.52,300,C:/Physionet/PhysioNetChallange/one_beat_out/266126,wfdb
267374.dat,400.0,0,I,0.625,300,C:/Physionet/PhysioNetChallange/one_beat_out/267374,wfdb
267377.dat,400.0,0,I,0.4975,300,C:/Physionet/PhysioNetChallange/one_beat_out/267377,wfdb
267517.dat,400.0,0,I,0.8575,300,C:/Physionet/PhysioNetChallange/one_beat_out/267517,wfdb
267525.dat,400.0,0,I,0.435,300,C:/Physionet/PhysioNetChallange/one_beat_out/267525,wfdb
267529.dat,400.0,0,I,0.8625,300,C:/Physionet/PhysioNetChallange/one_beat_out/267529,wfdb
267541.dat,400.0,0,I,0.8675,300,C:/Physionet/PhysioNetChallange/one_beat_out/267541,wfdb
267552.dat,400.0,0,I,0.8525,300,C:/Physionet/PhysioNetChallange/one_beat_out/267552,wfdb
267575.dat,400.0,0,I,0.725,300,C:/Physionet/PhysioNetChallange/one_beat_out/267575,wfdb
267585.dat,400.0,0,I,0.3575,300,C:/Physionet/PhysioNetChallange/one_beat_out/267585,wfdb
267639.dat,400.0,0,I,0.6775,300,C:/Physionet/PhysioNetChallange/one_beat_out/267639,wfdb
267640.dat,400.0,0,I,0.9675,300,C:/Physionet/PhysioNetChallange/one_beat_out/267640,wfdb
267643.dat,400.0,0,I,0.4,300,C:/Physionet/PhysioNetChallange/one_beat_out/267643,wfdb
267645.dat,400.0,0,I,0.485,300,C:/Physionet/PhysioNetChallange/one_beat_out/267645,wfdb
267647.dat,400.0,0,I,0.4625,300,C:/Physionet/PhysioNetChallange/one_beat_out/267647,wfdb
268739.dat,400.0,0,I,0.985,300,C:/Physionet/PhysioNetChallange/one_beat_out/268739,wfdb
26989.dat,400.0,0,I,1.07,300,C:/Physionet/PhysioNetChallange/one_beat_out/26989,wfdb
270713.dat,400.0,0,I,0.765,300,C:/Physionet/PhysioNetChallange/one_beat_out/270713,wfdb
270747.dat,400.0,0,I,0.3175,300,C:/Physionet/PhysioNetChallange/one_beat_out/270747,wfdb
270748.dat,400.0,0,I,1.025,300,C:/Physionet/PhysioNetChallange/one_beat_out/270748,wfdb
270800.dat,400.0,0,I,1.0025,300,C:/Physionet/PhysioNetChallange/one_beat_out/270800,wfdb
271604.dat,400.0,0,I,1.0725,300,C:/Physionet/PhysioNetChallange/one_beat_out/271604,wfdb
271606.dat,400.0,0,I,1.1425,300,C:/Physionet/PhysioNetChallange/one_beat_out/271606,wfdb
271608.dat,400.0,0,I,0.355,300,C:/Physionet/PhysioNetChallange/one_beat_out/271608,wfdb
272579.dat,400.0,0,I,1.15,300,C:/Physionet/PhysioNetChallange/one_beat_out/272579,wfdb
273421.dat,400.0,0,I,0.8575,300,C:/Physionet/PhysioNetChallange/one_beat_out/273421,wfdb
274022.dat,400.0,0,I,0.3375,300,C:/Physionet/PhysioNetChallange/one_beat_out/274022,wfdb
274326.dat,400.0,0,I,1.08,300,C:/Physionet/PhysioNetChallange/one_beat_out/274326,wfdb
276002.dat,400.0,0,I,0.3875,300,C:/Physionet/PhysioNetChallange/one_beat_out/276002,wfdb
276016.dat,400.0,0,I,0.3775,300,C:/Physionet/PhysioNetChallange/one_beat_out/276016,wfdb
276336.dat,400.0,0,I,0.4775,300,C:/Physionet/PhysioNetChallange/one_beat_out/276336,wfdb
276376.dat,400.0,0,I,0.69,300,C:/Physionet/PhysioNetChallange/one_beat_out/276376,wfdb
277179.dat,400.0,0,I,0.7425,300,C:/Physionet/PhysioNetChallange/one_beat_out/277179,wfdb
277185.dat,400.0,0,I,0.4325,300,C:/Physionet/PhysioNetChallange/one_beat_out/277185,wfdb
277193.dat,400.0,0,I,1.065,300,C:/Physionet/PhysioNetChallange/one_beat_out/277193,wfdb
277208.dat,400.0,0,I,0.3775,300,C:/Physionet/PhysioNetChallange/one_beat_out/277208,wfdb
277209.dat,400.0,0,I,0.48,300,C:/Physionet/PhysioNetChallange/one_beat_out/277209,wfdb
277210.dat,400.0,0,I,0.7125,300,C:/Physionet/PhysioNetChallange/one_beat_out/277210,wfdb
277211.dat,400.0,0,I,0.9775,300,C:/Physionet/PhysioNetChallange/one_beat_out/277211,wfdb
277212.dat,400.0,0,I,0.32,300,C:/Physionet/PhysioNetChallange/one_beat_out/277212,wfdb
278468.dat,400.0,0,I,0.9025,300,C:/Physionet/PhysioNetChallange/one_beat_out/278468,wfdb
278507.dat,400.0,0,I,0.615,300,C:/Physionet/PhysioNetChallange/one_beat_out/278507,wfdb
278564.dat,400.0,0,I,1.035,300,C:/Physionet/PhysioNetChallange/one_beat_out/278564,wfdb
278635.dat,400.0,0,I,0.665,300,C:/Physionet/PhysioNetChallange/one_beat_out/278635,wfdb
278676.dat,400.0,0,I,0.6825,300,C:/Physionet/PhysioNetChallange/one_beat_out/278676,wfdb
278709.dat,400.0,0,I,0.4475,300,C:/Physionet/PhysioNetChallange/one_beat_out/278709,wfdb
278736.dat,400.0,0,I,1.0125,300,C:/Physionet/PhysioNetChallange/one_beat_out/278736,wfdb
278822.dat,400.0,0,I,0.525,300,C:/Physionet/PhysioNetChallange/one_beat_out/278822,wfdb
278868.dat,400.0,0,I,0.7875,300,C:/Physionet/PhysioNetChallange/one_beat_out/278868,wfdb
281018.dat,400.0,0,I,0.3425,300,C:/Physionet/PhysioNetChallange/one_beat_out/281018,wfdb
281538.dat,400.0,0,I,0.6575,300,C:/Physionet/PhysioNetChallange/one_beat_out/281538,wfdb
282585.dat,400.0,0,I,0.5075,300,C:/Physionet/PhysioNetChallange/one_beat_out/282585,wfdb
282588.dat,400.0,0,I,0.8425,300,C:/Physionet/PhysioNetChallange/one_beat_out/282588,wfdb
282704.dat,400.0,0,I,0.33,300,C:/Physionet/PhysioNetChallange/one_beat_out/282704,wfdb
282743.dat,400.0,0,I,0.9875,300,C:/Physionet/PhysioNetChallange/one_beat_out/282743,wfdb
282818.dat,400.0,0,I,1.095,300,C:/Physionet/PhysioNetChallange/one_beat_out/282818,wfdb
282921.dat,400.0,0,I,0.705,300,C:/Physionet/PhysioNetChallange/one_beat_out/282921,wfdb
283014.dat,400.0,0,I,0.665,300,C:/Physionet/PhysioNetChallange/one_beat_out/283014,wfdb
283085.dat,400.0,0,I,0.9975,300,C:/Physionet/PhysioNetChallange/one_beat_out/283085,wfdb
283172.dat,400.0,0,I,0.52,300,C:/Physionet/PhysioNetChallange/one_beat_out/283172,wfdb
283296.dat,400.0,0,I,1.05,300,C:/Physionet/PhysioNetChallange/one_beat_out/283296,wfdb
283299.dat,400.0,0,I,1.1175,300,C:/Physionet/PhysioNetChallange/one_beat_out/283299,wfdb
283377.dat,400.0,0,I,0.995,300,C:/Physionet/PhysioNetChallange/one_beat_out/283377,wfdb
283458.dat,400.0,0,I,0.35,300,C:/Physionet/PhysioNetChallange/one_beat_out/283458,wfdb
284755.dat,400.0,0,I,0.7675,300,C:/Physionet/PhysioNetChallange/one_beat_out/284755,wfdb
285003.dat,400.0,0,I,0.62,300,C:/Physionet/PhysioNetChallange/one_beat_out/285003,wfdb
285231.dat,400.0,0,I,0.365,300,C:/Physionet/PhysioNetChallange/one_beat_out/285231,wfdb
285250.dat,400.0,0,I,1.125,300,C:/Physionet/PhysioNetChallange/one_beat_out/285250,wfdb
285304.dat,400.0,0,I,1.0775,300,C:/Physionet/PhysioNetChallange/one_beat_out/285304,wfdb
285351.dat,400.0,0,I,0.8175,300,C:/Physionet/PhysioNetChallange/one_beat_out/285351,wfdb
285431.dat,400.0,0,I,0.835,300,C:/Physionet/PhysioNetChallange/one_beat_out/285431,wfdb
285462.dat,400.0,0,I,0.7575,300,C:/Physionet/PhysioNetChallange/one_beat_out/285462,wfdb
285511.dat,400.0,0,I,1.765,300,C:/Physionet/PhysioNetChallange/one_beat_out/285511,wfdb
285512.dat,400.0,0,I,0.305,300,C:/Physionet/PhysioNetChallange/one_beat_out/285512,wfdb
285515.dat,400.0,0,I,0.3575,300,C:/Physionet/PhysioNetChallange/one_beat_out/285515,wfdb
285607.dat,400.0,0,I,0.33,300,C:/Physionet/PhysioNetChallange/one_beat_out/285607,wfdb
285658.dat,400.0,0,I,0.355,300,C:/Physionet/PhysioNetChallange/one_beat_out/285658,wfdb
285676.dat,400.0,0,I,0.505,300,C:/Physionet/PhysioNetChallange/one_beat_out/285676,wfdb
285735.dat,400.0,0,I,1.3475,300,C:/Physionet/PhysioNetChallange/one_beat_out/285735,wfdb
285753.dat,400.0,0,I,1.0325,300,C:/Physionet/PhysioNetChallange/one_beat_out/285753,wfdb
285798.dat,400.0,0,I,0.815,300,C:/Physionet/PhysioNetChallange/one_beat_out/285798,wfdb
285810.dat,400.0,0,I,0.59,300,C:/Physionet/PhysioNetChallange/one_beat_out/285810,wfdb
285812.dat,400.0,0,I,0.695,300,C:/Physionet/PhysioNetChallange/one_beat_out/285812,wfdb
286683.dat,400.0,0,I,0.8775,300,C:/Physionet/PhysioNetChallange/one_beat_out/286683,wfdb
286686.dat,400.0,0,I,0.6925,300,C:/Physionet/PhysioNetChallange/one_beat_out/286686,wfdb
286691.dat,400.0,0,I,0.735,300,C:/Physionet/PhysioNetChallange/one_beat_out/286691,wfdb
286695.dat,400.0,0,I,1.38,300,C:/Physionet/PhysioNetChallange/one_beat_out/286695,wfdb
286698.dat,400.0,0,I,1.3675,300,C:/Physionet/PhysioNetChallange/one_beat_out/286698,wfdb
286699.dat,400.0,0,I,0.6875,300,C:/Physionet/PhysioNetChallange/one_beat_out/286699,wfdb
286703.dat,400.0,0,I,1.0475,300,C:/Physionet/PhysioNetChallange/one_beat_out/286703,wfdb
286946.dat,400.0,0,I,0.415,300,C:/Physionet/PhysioNetChallange/one_beat_out/286946,wfdb
287120.dat,400.0,0,I,0.94,300,C:/Physionet/PhysioNetChallange/one_beat_out/287120,wfdb
287121.dat,400.0,0,I,0.9375,300,C:/Physionet/PhysioNetChallange/one_beat_out/287121,wfdb
287202.dat,400.0,0,I,1.1925,300,C:/Physionet/PhysioNetChallange/one_beat_out/287202,wfdb
